SpecCode,Species,autoctr,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,SchoolShoalRef,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Crevices,Vents,Seamounts,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS
5562,Chaetodon ephippium,3250,5852,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,NA,NA,3.12,0.34,NA,6110,3.01,0.43,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-11-12T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
5565,Chaetodon lunula,3251,5854,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,3.7,0.14,NA,NA,Troph of juv./adults from 1 study.,38848,2.99,0.39,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Also occurs in pairs.  Very timid.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,53568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-11-24T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
14300,Chaetodon lunulatus,8073,14140,47838,47838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),47838,NA,NA,NA,NA,NA,NA,NA,NA,3.34,0.61,Tentative trophic level derived from 1 + troph of a single food item,12692,Occurs inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,113,2003-07-12T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
5567,Chaetodon mertensii,3254,5857,33482,33482,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),33482,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,2.95,0.41,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs inshore (Ref. 75154).  Feeds on algae and small benthic invertebrates (Ref. 1602).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,2000-03-02T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
6550,Chaetodon ornatissimus,3848,6871,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,NA,NA,NA,NA,NA,NA,3.34,0.61,Tentative trophic level derived from 1 + troph of a single food item,NA,"Occurs in clear waters and coral-rich areas of lagoon and seaward reefs.  However, it is only common in seaward reefs.  Juveniles are solitary, living among branching corals, while adults are almost always in pairs and are home-ranging.  Feeds exclusively on coral tissue (Ref. 1602).  A blunt-snouted species, which scrapes away mucus that the polyps have produced that has concentrated over abrasions on the coral surface (Ref. 59308).",NA,0,-1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-11-25T00:00:00Z,309,2007-11-19T00:00:00Z,NA,NA,NA
6606,Chaetodon pelewensis,3888,6926,4859,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),4859,hunting macrofauna (predator),4859,NA,NA,NA,NA,NA,NA,2.92,0.38,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-11-25T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
5572,Chaetodon quadrimaculatus,3259,5862,3921,3921,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),3921,hunting macrofauna (predator),9137,4.18,0.2,3.24,0.48,Troph of juv./adults from 1 study.,13550,3.55,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found almost exclusively on exposed seaward reefs. Feeds mainly on polyps of <i>Pocillopora</i> (Ref. 1602).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1997-03-25T00:00:00Z,309,2001-11-20T00:00:00Z,NA,NA,NA
5574,Chaetodon reticulatus,3261,5864,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),3921,grazing on aquatic plants,3921,NA,NA,NA,NA,NA,NA,2.63,0.4,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs inshore (Ref. 75154).  Feeds on plants and invertebrates (Ref. 3921).  Relatively common on exposed seaward reefs; occasionally on shallow lagoon reefs in areas of rich coral growth and clear water.  Often in pairs and feeds mainly on scleractinian coral polyps.  Easily approached (Ref. 9710).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-11-27T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
12537,Chaetodon trichrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5578,Chaetodon trifascialis,3265,5868,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,3.34,0.61,3.3,0.54,Troph of juv./adults from 1 study.,6110,3.34,0.61,Tentative trophic level derived from 1 + troph of a single food item,12692,"Both males and females hold separate territories, which are sometimes adjacent to each other.  Occur in shallow lagoon and semi-protected seaward reefs.  Closely associated with tabular and staghorn <i>Acropora</i> corals upon which it feeds on their polyps and mucus.  Solitary or in pairs.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-11-30T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
5580,Chaetodon ulietensis,3267,5870,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,NA,NA,3.34,0.61,NA,6110,2.71,0.24,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs in coral-rich areas of lagoon reefs and less commonly in seaward reefs.  Usually solitary, in pairs or in small groups.  Feeds on plant and animal material.  Can be easily maintained in tanks.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-12-01T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
5581,Chaetodon unimaculatus,3268,5871,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),3921,hunting macrofauna (predator),3921,3.28,0.315,3.12,0.46,Troph of juv./adults from 2 studies.,13550,3.21,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs in small groups in reef flats, clear lagoon and seaward reefs.  Feeds on soft and hard corals, also on polychaetes, small crustaceans, and filamentous algae.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-12-01T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
5582,Chaetodon vagabundus,3269,5872,4859,4859,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,NA,NA,NA,NA,NA,38848,2.9,0.4,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found in reef flats, lagoon and seaward reefs and sometimes in turbid waters subject to freshwater runoff.  Swims in pairs.  Omnivorous, feeds on algae, coral polyps, crustaceans and worms (Ref. 5503).  Hardly territorial and often accompanies other species without being aggressive.  Easily maintained in tanks.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,53568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1992-12-01T00:00:00Z,1472,2008-12-08T00:00:00Z,NA,NA,NA
80,Chanos chanos,42,95,49,49,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,mainly plants/detritus (troph. 2-2.19),49,grazing on aquatic plants,49,NA,NA,2.03,0.06,NA,12509,2.40000009536743,0.2,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Feeds on algae as well as on zooplankton and benthic invertebrates (Ref. 11889).Temperature is the prime factor responsible for limiting the habitat of the species to tropical and subtropical regions of the Indian and the Pacific Ocean. Also, susceptibility to predation limits the distribution of the species.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1990-10-19T00:00:00Z,309,2008-03-03T00:00:00Z,NA,NA,NA
5598,Cheilinus chlorourus,3284,5890,6110,6110,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,NA,NA,3.42,0.48,NA,6110,3.46,0.52,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits lagoon and coastal reefs, in areas with mixed sand, rubble, and coral (Ref. 9710).  Occasionally in grassy areas.  Feeds mainly on benthic  invertebrates such as molluscs and crustaceans.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1994-01-22T00:00:00Z,1472,2008-12-11T00:00:00Z,NA,NA,NA
5602,Cheilinus oxycephalus,9941,5894,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Occurs inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41878,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1472,2007-08-15T00:00:00Z,1472,2008-12-11T00:00:00Z,NA,NA,NA
5603,Cheilinus trilobatus,3288,5895,6110,6110,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,3.88,0.24,3.53,0.6,Troph of juv./adults from 1 study.,6110,3.92000007629394,0.6061,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs inshore (Ref. 75154).  Present in seagrass beds at all life stages (Ref. 41878).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,53568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1994-01-22T00:00:00Z,1472,2008-12-11T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,3289,5896,37816,37816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),1602,hunting macrofauna (predator),1602,NA,NA,NA,NA,NA,NA,3.99,0.61,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabit steep outer reef slopes, channel slopes, and lagoon reefs.  Usually solitary but may occur in pairs.  Juveniles are encountered in coral-rich areas of lagoon reefs, where staghorn <i>Acropora</i> corals abound (Ref. 1602, 58534).  Adults rove across the reefs by day and rest in reef caves and under coral ledges at night (Ref. 31343).  Primary food are molluscs, fishes, sea urchins, crustaceans, and other invertebrates (Ref. 1602).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58652,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,2001-11-22T00:00:00Z,1472,2008-12-11T00:00:00Z,NA,NA,NA
5623,Cheilio inermis,3306,5917,6110,6110,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,variable,6110,NA,NA,4.04,0.7,NA,6110,3.49,0.54,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occur inshore (Ref. 75154).  Inhabit seagrass beds and algal-covered flats, occasionally in lagoon and seaward reefs to a depth of at least 30 m (Ref. 1602, 41878, 48636).  Usually solitary.  Juveniles secretive in seagrasses or attached <i>Sargassum</i>; adults usually in small loose aggregations, but occasionally form large schools to spawn (Ref. 48636).  Feed mainly on crustaceans, mollusks, sea urchins (Ref. 37816) and other hard-shelled prey.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1994-01-22T00:00:00Z,1472,2008-12-11T00:00:00Z,NA,NA,NA
5781,Cheilodipterus macrodon,3417,6076,275,275,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),275,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,4.01,0.66,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found inshore (Ref. 75154); among the corals and in caves (Ref. 9137, 58534).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41878,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1997-03-25T00:00:00Z,1472,2008-11-25T00:00:00Z,574,2001-06-19T00:00:00Z,NA
5482,Cheilodipterus quinquelineatus,3177,5757,6110,7300,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,3.89,0.4,3.67,0.51,Troph of juv./adults from 1 study.,6110,3.5,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Nocturnal species which occurs inshore (Ref. 75154).  Found among corals or in caves (Ref. 9137, 58534).  Present in seagrass beds at all life stages.  Invertebrate and fish feeders (Ref. 41878).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58652,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1995-04-04T00:00:00Z,1472,2008-11-25T00:00:00Z,711,2001-05-10T00:00:00Z,NA
12966,Cypselurus simus,10301,13291,9839,58302,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits neritic surface waters, most abundant off oceanic islands (Ref. 9839).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1472,2008-01-14T00:00:00Z,309,2013-11-16T00:00:00Z,NA,NA,NA
5547,Chlorurus frontalis,3236,5837,26993,26993,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly plants/detritus (troph. 2-2.19),26993,grazing on aquatic plants,NA,NA,NA,NA,NA,NA,NA,2,0,Trophic level and s.e. inferred from exclusive plant/detritus food items.,NA,Occurs inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,2000-02-19T00:00:00Z,1472,2008-12-19T00:00:00Z,NA,NA,NA
60479,Chlorurus microrhinos,9954,50280,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Occurs inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1472,2007-08-15T00:00:00Z,1472,2008-12-19T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,3244,5846,6110,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly plants/detritus (troph. 2-2.19),6110,grazing on aquatic plants,6110,NA,NA,2,0,NA,6110,2.62,0.29,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occur inshore (Ref. 75154).  One of the most widespread parrotfishes, but highly variable and some geographical forms that are probably subspecific (Ref. 48636).  Inhabit both coral rich (Ref. 58652) and open pavement areas of shallow reef flats and lagoon and seaward reefs (Ref. 5213), as well as along drop-offs, behaving differently in various areas (Ref. 48636).  Juveniles found in coral rubble areas of reef flats and lagoons (Ref. 9710).  Juveniles and individuals in the initial phase form large groups that migrate great distances between feeding and sleeping grounds (Ref. 9710).  Feed on benthic algae (Ref. 30573).  Minimum depth range reported taken from Ref. 30874.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,53568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,58534,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1994-01-24T00:00:00Z,1472,2008-12-19T00:00:00Z,NA,NA,NA
5668,Chromis acares,3345,5961,9710,9710,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Found in exposed seaward reefs. Sometimes inhabits clear lagoons or channels. Occurs in small to large aggregations on the upper edge of the slope over live coral or rubble. Uncommon (Ref. 9710).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,2001-11-21T00:00:00Z,NA,2001-11-21T00:00:00Z,NA,NA,NA
5669,Chromis agilis,3346,5962,9710,9710,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,mainly animals (troph. 2.8 and up),26990,variable,NA,NA,NA,NA,NA,NA,NA,2.96,0.24,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs inshore (Ref. 75154).  Found in clear lagoon and seaward reefs, usually in loose aggregations near caves and ledges.  Abundant over branching corals and leeward coasts (Ref. 9710).  Feeds on plants and zooplankton (Ref. 26990).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,53568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,53568,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1999-09-22T00:00:00Z,1472,2008-12-23T00:00:00Z,NA,NA,NA
5450,Chromis atripectoralis,3155,5718,6110,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),6110,hunting macrofauna (predator),6110,3.06,0.14,3.05,0.15,Troph of juv./adults from 1 study.,6110,NA,NA,NA,NA,"Occurs inshore (Ref. 75154).  Inhabits clear lagoons, passages, and seaward reef slopes, in thickets of live or dead coral.  Found in large aggregations feeding above staghorn <i>Acropora</i> corals (Ref. 9710).  Stomach contents of individuals examined included mainly copepods, amphipods, and zoea.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1994-01-22T00:00:00Z,1472,2008-12-23T00:00:00Z,NA,NA,NA
