SpecCode,Species,autoctr,StockCode,MaturityRefNo,Sex,AgeMatMin,AgeMatMin2,AgeMatRef,tm,Number,r2,SE_tm,SD_tm,LCL_tm,UCL_tm,LengthMatMin,LengthMatMin2,Type1,LengthMatRef,Lm,SE_Lm,SD_Lm,LCL_Lm,UCL_Lm,Locality,C_Code,E_CODE,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
5567,Chaetodon mertensii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6550,Chaetodon ornatissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6606,Chaetodon pelewensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,Chaetodon quadrimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5574,Chaetodon reticulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12537,Chaetodon trichrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5578,Chaetodon trifascialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5580,Chaetodon ulietensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5581,Chaetodon unimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5582,Chaetodon vagabundus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Chanos chanos,5702,95,137,mixed,3,4,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rearing ponds - Pangasinan, Zambales, Bohol, Davao del Sur (March-Dec 1985)",608,NA,NA,2,2007-04-23T00:00:00Z,NA,2007-04-23T00:00:00Z,NA,NA,NA
80,Chanos chanos,226,95,154,unsexed,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philippines,608,NA,NA,1,1991-05-31T00:00:00Z,NA,1994-09-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,227,95,437,female,5,7,43081,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,94,NA,NA,NA,NA,Philippines,608,NA,NA,2,1990-10-19T00:00:00Z,2,2002-08-22T00:00:00Z,NA,NA,NA
80,Chanos chanos,228,95,4886,female,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,110,NA,NA,NA,NA,India,356,NA,wild,3,1992-11-22T00:00:00Z,NA,1994-09-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,229,95,4886,female,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,71.5,NA,NA,NA,NA,Indonesia,360,NA,NA,3,1992-11-22T00:00:00Z,NA,1994-10-01T00:00:00Z,NA,NA,NA
80,Chanos chanos,230,95,4886,female,5,9,NA,NA,NA,NA,NA,NA,NA,NA,68,70,TL,NA,NA,NA,NA,NA,NA,Taiwan,156A,NA,pond-reared,3,1992-11-22T00:00:00Z,NA,1994-10-01T00:00:00Z,NA,NA,NA
80,Chanos chanos,231,95,4886,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,65,NA,NA,NA,NA,Hawaii,840B,NA,pond-reared,3,1992-11-22T00:00:00Z,NA,1994-09-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,232,95,4886,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,111,NA,NA,NA,NA,India,356,NA,wild,3,1992-11-22T00:00:00Z,NA,1994-09-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,233,95,4886,male,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,73,NA,NA,NA,NA,Indonesia,360,NA,tank-reared,3,1992-11-22T00:00:00Z,NA,1994-09-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,234,95,4886,male,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,70,NA,NA,NA,NA,Taiwan,156A,NA,tank-reared,3,1992-11-22T00:00:00Z,NA,1994-10-01T00:00:00Z,NA,NA,NA
80,Chanos chanos,235,95,4886,unsexed,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(tank-reared),840B,NA,NA,3,1992-11-22T00:00:00Z,NA,1994-10-01T00:00:00Z,NA,NA,NA
80,Chanos chanos,236,95,4886,unsexed,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,75,NA,NA,NA,NA,Hawaii,840B,NA,wild,3,1992-11-22T00:00:00Z,NA,1994-09-30T00:00:00Z,NA,NA,NA
80,Chanos chanos,237,95,4886,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,82.5,NA,NA,NA,NA,Naujan Bay,608,NA,wild,3,1992-11-22T00:00:00Z,NA,1993-09-28T00:00:00Z,NA,NA,NA
80,Chanos chanos,238,95,4886,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,80,NA,NA,NA,NA,Panay Is.,608,NA,wild,3,1992-11-22T00:00:00Z,NA,1994-10-01T00:00:00Z,NA,NA,NA
80,Chanos chanos,239,95,4886,unsexed,NA,NA,4886,4.5,NA,NA,NA,NA,NA,NA,NA,NA,TL,4886,65,NA,NA,NA,NA,Panay Island,608,NA,cage-reared,3,1992-11-22T00:00:00Z,2,2005-07-28T00:00:00Z,NA,NA,NA
80,Chanos chanos,5744,95,58350,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,58350,87,NA,NA,NA,NA,southern African estuaries,710,NA,NA,2,2007-05-30T00:00:00Z,NA,2007-05-30T00:00:00Z,NA,NA,NA
5598,Cheilinus chlorourus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5602,Cheilinus oxycephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5603,Cheilinus trilobatus,6062,5895,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific Region,NA,NA,NA,393,2007-12-31T00:00:00Z,NA,2007-12-31T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,6063,5896,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific Region,NA,NA,NA,393,2007-12-31T00:00:00Z,NA,2007-12-31T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,4343,5896,51676,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,TL,51676,NA,NA,NA,NA,NA,not stated,NA,NA,NA,2,2004-07-15T00:00:00Z,NA,2004-07-15T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,4344,5896,51676,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,NA,TL,51676,NA,NA,NA,NA,NA,not stated,NA,NA,NA,2,2004-07-15T00:00:00Z,NA,2004-07-15T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,4345,5896,51676,unsexed,5,7,51685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Great Barrier Reef,036,NA,NA,2,2004-07-15T00:00:00Z,NA,2004-07-15T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,4342,5896,51676,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,TL,51676,NA,NA,NA,NA,NA,not stated,585,NA,NA,2,2004-07-15T00:00:00Z,NA,2004-07-15T00:00:00Z,NA,NA,NA
5623,Cheilio inermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5781,Cheilodipterus macrodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5482,Cheilodipterus quinquelineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12966,Cypselurus simus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5547,Chlorurus frontalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60479,Chlorurus microrhinos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5556,Chlorurus sordidus,4195,5846,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,15,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
5668,Chromis acares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5669,Chromis agilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5450,Chromis atripectoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8126,Chromis iomelas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5675,Chromis margaritifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5678,Chromis vanderbilti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5679,Chromis viridis,4194,5972,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,5.8,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,Data probably applies to <i>Chromis viridis</i>.,3,2003-09-24T00:00:00Z,14,2013-04-29T00:00:00Z,NA,NA,NA
5682,Chromis xanthura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5697,Chrysiptera brownriggii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5696,Chrysiptera glauca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5614,Cirrhilabrus exquisitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12728,Cirrhilabrus scottorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5830,Cirrhitichthys oxycephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4404,Cirripectes variolosus,2181,4599,529,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,SL,NA,NA,NA,NA,NA,NA,to be filled,NA,NA,Smallest mature female.,14,1991-08-05T00:00:00Z,NA,1994-09-28T00:00:00Z,NA,NA,NA
4404,Cirripectes variolosus,2182,4599,529,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,SL,NA,NA,NA,NA,NA,NA,to be filled,NA,NA,NA,14,1991-08-05T00:00:00Z,NA,1994-09-28T00:00:00Z,NA,NA,NA
5624,Coris aygula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,Coris gaimard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5959,Corythoichthys flavofasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6012,Ctenochaetus binotatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59589,Ctenochaetus flavicauda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,Ctenochaetus striatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7238,Ctenogobiops feroculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5110,Dascyllus aruanus,4192,5345,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,5,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
11972,Dascyllus flavicaudus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5112,Dascyllus trimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,Diodon hystrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13764,Diplogrammus goramensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2467,Echeneis naucrates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5388,Echidna nebulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5606,Epibulus insidiator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5348,Epinephelus fasciatus,6000,5587,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific Region,NA,NA,NA,393,2007-12-27T00:00:00Z,NA,2007-12-27T00:00:00Z,NA,NA,NA
5348,Epinephelus fasciatus,3462,5587,37816,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,SL,NA,NA,NA,NA,NA,NA,East Africa,NA,NA,Country not specified.,309,2001-10-23T00:00:00Z,NA,2001-10-23T00:00:00Z,NA,NA,NA
5348,Epinephelus fasciatus,3466,5587,37816,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,SL,NA,NA,NA,NA,NA,NA,Off East Africa.,NA,NA,Country not specified.,309,2001-10-23T00:00:00Z,NA,2001-10-23T00:00:00Z,NA,NA,NA
6660,Epinephelus hexagonatus,4197,6980,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,19,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
4923,Epinephelus merra,6008,5156,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific Region,NA,NA,NA,393,2007-12-27T00:00:00Z,NA,2007-12-27T00:00:00Z,NA,NA,NA
4923,Epinephelus merra,4198,5156,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,11,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
7264,Eviota infulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6032,Exallias brevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5444,Fistularia commersonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5584,Forcipiger flavissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5585,Forcipiger longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7215,Fusigobius neophytus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4464,Gnathanodon speciosus,8098,4664,55549,female,NA,NA,55549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,"Abu Dhabi, 2001-2003",784,NA,NA,3,2013-02-04T07:46:36Z,NA,2013-02-04T07:46:36Z,NA,NA,NA
1832,Gnathodentex aureolineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23595,Gnatholepis anjerensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626,Gomphosus varius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4925,Grammistes sexlineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7880,Gymnomuraena zebra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6493,Gymnothorax buroensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6662,Gymnothorax eurostus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6495,Gymnothorax fimbriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5392,Gymnothorax flavimarginatus,3925,5651,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific Region,NA,NA,NA,2,2002-09-27T00:00:00Z,NA,2002-09-27T00:00:00Z,NA,NA,NA
6380,Gymnothorax javanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5394,Gymnothorax meleagris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6395,Gymnothorax pictus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4905,Gymnothorax undulatus,3928,5138,34166,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,TL,34166,NA,NA,NA,NA,NA,Asia-Pacific region,NA,NA,NA,2,2002-09-27T00:00:00Z,NA,2002-09-27T00:00:00Z,NA,NA,NA
65073,Halichoeres claudia,8565,55127,82288,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,5.2,SL,82288,NA,NA,NA,NA,NA,"Ua Huka, west side, bay 0.4 miles northeast of Motu Takatai, north side of bay",250D,NA,Paratype (BPBM 12431); 2 specimens nearly fully mature.,2,2014-12-01T00:00:00Z,NA,2014-12-01T00:00:00Z,NA,NA,NA
65073,Halichoeres claudia,8564,55127,82288,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,SL,82288,NA,NA,NA,NA,NA,Line Is.,581,NA,Paratype (BPBM 37501).,2,2014-12-01T00:00:00Z,NA,2014-12-01T00:00:00Z,NA,NA,NA
65073,Halichoeres claudia,8563,55127,82288,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,SL,82288,NA,NA,NA,NA,NA,Minami-Tori-Shima (Marcus Is.),392,NA,Paratypes (BPBM 7127).,2,2014-12-01T00:00:00Z,NA,2014-12-01T00:00:00Z,NA,NA,NA
12663,Halichoeres hortulanus,4186,13008,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,12.8,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
5630,Halichoeres margaritaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5631,Halichoeres marginatus,4187,5925,48600,unsexed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,48600,7,NA,NA,NA,NA,"Lakshadweep lagoons, 1993-97",356,NA,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5634,Halichoeres trimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5635,Hemigymnus fasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
